;;;;;;jêzyk polski;;;;;matematyka;;;;;jêzyk angielski;;;;;jêzyk francuski;;;;;jêzyk hiszpañski;;;;;jêzyk niemiecki;;;;;jêzyk rosyjski;;;;;jêzyk w³oski;;;;
ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%)
1;Kujawsko-Pomorskie;Radziejowski;Topólka;Gmina wiejska;0411072;35;68,6;14,45228603;69;64;35;46,11428571;27,04892016;40;13;31;66,22580645;27,2913902;78;95;;;;;;;;;;;4;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Rypiñski;Brzuze;Gmina wiejska;0412022;42;65,92857143;17,61545974;64;62;42;48,85714286;28,36125075;40;20;42;68,73809524;29,35177412;82,5;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Rypiñski;Rogowo;Gmina wiejska;0412032;36;61,33333333;11,75915719;62;47;36;41,11111111;25,94414704;38,5;13;35;47,74285714;27,7327479;42;15;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Rypiñski;Rypin;Gmina miejska;0412011;180;59,36666667;17,6540521;62;62;180;40,91111111;26,88293322;33;13;179;64,18994413;29,80865814;76;96;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Rypiñski;Rypin;Gmina wiejska;0412042;56;67,55357143;12,47986899;69;69;56;50,19642857;25,39292621;43;33;56;62,85714286;30,29169415;72;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Rypiñski;Skrwilno;Gmina wiejska;0412052;54;64,61111111;13,45695011;64,5;69;54;36,18518519;22,55698469;35;17;40;61,425;29,37846788;61;95;;;;;;;;;;;;;;;;14;48,78571429;12,58217885;48;42;;;;;
1;Kujawsko-Pomorskie;Rypiñski;W¹pielsk;Gmina wiejska;0412062;21;58,47619048;15,37660266;60;44;21;38,38095238;24,50554105;37;37;21;55,57142857;32,23510572;58;18;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Sêpoleñski;Kamieñ Krajeñski;Obszar wiejski;0413015;20;51,4;18,75473274;59;62;20;38,15;26,27408419;33;17;20;55,5;30,13884537;51;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Sêpoleñski;Kamieñ Krajeñski;Miasto;0413014;24;62,125;19,67085937;65,5;71;24;38,58333333;21,86495801;35;13;24;64,95833333;26,64970163;72;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Sêpoleñski;Soœno;Gmina wiejska;0413032;42;54,45238095;20,86030907;56;51;42;35,5;25,95440141;23;13;35;57,71428571;31,36929475;62;98;;;;;;;;;;;7;25,14285714;8,270922758;27;22;;;;;;;;;;
1;Kujawsko-Pomorskie;Sêpoleñski;Sêpólno Krajeñskie;Miasto;0413024;72;63,29166667;16,78411741;67;69;72;43,26388889;26,51990503;37;17;72;65,48611111;27,3764868;66;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Sêpoleñski;Sêpólno Krajeñskie;Obszar wiejski;0413025;58;65,0862069;12,57019529;67;62;58;43;21,60140481;40;57;58;55,22413793;31,2509548;48;25;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Sêpoleñski;Wiêcbork;Miasto;0413044;66;59,6969697;18,51777991;64;42;66;37,33333333;25,62097468;30;13;64;65,734375;30,75367975;77;95;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Sêpoleñski;Wiêcbork;Obszar wiejski;0413045;47;63,12765957;16,63195722;62;56;47;43,19148936;28,21470742;47;13;46;59,65217391;29,90944114;69;20;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñ;Toruñ;Gmina miejska;0463011;1592;65,41834171;18,48028599;69;69;1591;56,64173476;30,57475603;60;97;1578;77,23764259;26,43616177;91;96;11;100;0;100;100;3;;;;;22;53,77272727;38,64633561;28;100;1;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;Che³m¿a;Gmina miejska;0415011;126;61,92857143;18,25966957;62;60;126;43,58730159;27,2962204;37;30;126;66,02380952;29,9643874;70;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;Che³m¿a;Gmina wiejska;0415022;72;66,52777778;15,84295517;71;71;72;54,66666667;27,05293165;58,5;27;72;74,875;24,07046225;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;Czernikowo;Gmina wiejska;0415032;115;64,63478261;18,73213024;67;84;115;41,33913043;27,72501208;37;13;115;63,06086957;31,41511322;71;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;Lubicz;Gmina wiejska;0415042;211;61,11848341;19,25164336;62;56;211;50,21800948;28,04160514;50;13;210;70,17619048;28,94596616;84;98;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;Obrowo;Gmina wiejska;0415072;190;57,90526316;17,62687761;61;71;190;48,29473684;29,12635764;43;13;190;66,91578947;28,63845893;75;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;Wielka Nieszawka;Gmina wiejska;0415082;44;62,27272727;17,91312829;64;56;44;53,36363636;28,64603011;55;13;44;71,95454545;25,1495116;81;87;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;Z³awieœ Wielka;Gmina wiejska;0415092;156;63,09615385;17,94285046;67;73;156;48,72435897;28,69100943;47;17;156;72,44230769;27,08397208;85;95;;;;;;;;;;;;;;;;1;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;£ubianka;Gmina wiejska;0415052;66;67,87878788;15,97489996;69;71;66;53,54545455;28,94413732;50;100;66;62,92424242;30,16786902;66;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Toruñski;£ysomice;Gmina wiejska;0415062;96;62,88541667;15,33437709;64;80;96;48,51041667;26,94090554;50;60;96;68,9375;27,76794183;79;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Tucholski;Cekcyn;Gmina wiejska;0416012;48;45,91666667;21,4697785;51;64;48;44,52083333;29,6984775;33;27;47;43,29787234;25,46329431;38;38;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Tucholski;Gostycyn;Gmina wiejska;0416022;49;62,18367347;17,87904197;64;51;49;44,32653061;29,32880993;37;43;49;65,69387755;31,50005124;78;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Tucholski;Kêsowo;Gmina wiejska;0416032;38;57,31578947;14,524218;60;62;38;37,97368421;22,85248673;37;37;37;45,7027027;26,127406;42;13;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Tucholski;Lubiewo;Gmina wiejska;0416042;53;48,26415094;20,93489544;49;36;53;37,94339623;23,82753686;33;17;51;57,07843137;32,37757826;69;16;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Tucholski;Tuchola;Obszar wiejski;0416065;38;63,94736842;16,16517923;62;56;38;43,18421053;27,24146922;33;23;36;59,55555556;27,33175244;54,5;31;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Tucholski;Tuchola;Miasto;0416064;137;59,68613139;16,64956624;60;47;137;46,33576642;28,02638938;40;17;135;66,45925926;30,89067052;80;96;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Tucholski;Œliwice;Gmina wiejska;0416052;55;51,27272727;16,56222926;53;49;55;45,23636364;27,34690518;43;27;55;59,70909091;28,73051765;60;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W¹brzeski;Dêbowa £¹ka;Gmina wiejska;0417022;25;45,4;21,88880993;51;44;25;31,92;24,61693726;27;17;25;45,4;28,47174038;40;9;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W¹brzeski;Ksi¹¿ki;Gmina wiejska;0417032;22;65,36363636;16,43595132;69;53;22;51;31,14628243;40;17;13;52,69230769;32,79630518;51;16;;;;;;;;;;;9;47,88888889;21,82986967;49;;;;;;;;;;;
1;Kujawsko-Pomorskie;W¹brzeski;P³u¿nica;Gmina wiejska;0417042;43;48,13953488;16,04148893;44;42;43;22,79069767;15,88996779;17;10;43;42,30232558;25,67827322;36;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W¹brzeski;Ryñsk;Gmina wiejska;0417052;39;58,15384615;19,58091491;56;53;39;40,41025641;25,32326178;30;20;38;59,94736842;27,33413845;64,5;91;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W¹brzeski;W¹brzeŸno;Gmina miejska;0417011;80;54,3125;20,87198706;58;62;80;35,9;24,55839979;30;20;80;56,6625;32,0405773;55,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awek;W³oc³awek;Gmina miejska;0464011;765;63,96862745;20,61642365;69;71;768;47,90755208;30,69864521;43;17;766;68,18537859;30,27570604;82;96;;;;;;;;;;;5;56;27,00370345;49;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Baruchowo;Gmina wiejska;0418022;27;57,96296296;14,11980873;62;73;27;36,81481481;23,97998708;33;17;26;59,15384615;29,05127074;61;24;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Boniewo;Gmina wiejska;0418032;16;52,875;18,85760788;58;11;16;43,5;32,33999072;31,5;10;16;45,75;28,58211854;34;22;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Brzeœæ Kujawski;Miasto;0418044;56;63,78571429;19,14019171;67;84;56;49,07142857;31,12237203;47;20;55;68,74545455;30,08848658;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Brzeœæ Kujawski;Obszar wiejski;0418045;26;64,69230769;18,71808922;69;69;26;58,96153846;21,91501201;65;67;26;73,26923077;29,4037644;91;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Choceñ;Gmina wiejska;0418052;57;65,36842105;15,83204787;67;67;57;46,15789474;28,98202073;43;17;57;69,84210526;28,01678036;84;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Chodecz;Miasto;0418064;38;62,55263158;18,07687876;65,5;53;38;42,21052632;29,58765558;35;10;38;64,94736842;31,83092453;79;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Fabianki;Gmina wiejska;0418072;73;63,87671233;14,46388531;64;60;73;50,05479452;27,54069985;50;33;73;70,02739726;28,07669174;80;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Izbica Kujawska;Obszar wiejski;0418085;12;66,25;16,01626777;65,5;62;12;43;25,92617725;33,5;13;12;51,5;20,72639219;43;42;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Izbica Kujawska;Miasto;0418084;49;68,73469388;15,52453688;71;76;49;44,55102041;27,00118004;33;30;48;64,39583333;27,63884614;66;96;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Kowal;Gmina miejska;0418011;32;62,53125;14,89543633;64;62;32;52,1875;28,44999725;51,5;17;32;76,25;21,08909671;84,5;85;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Kowal;Gmina wiejska;0418092;22;73,68181818;14,61128569;76;60;22;55,90909091;30,65631937;55;93;22;72,09090909;30,92793543;92;93;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Lubanie;Gmina wiejska;0418102;21;61,57142857;19,40194254;58;44;21;33,14285714;21,88342646;23;13;20;61,2;30,25491696;67,5;24;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Lubieñ Kujawski;Obszar wiejski;0418115;19;63,36842105;18,8098813;62;60;19;44;28,12004342;47;13;19;62,94736842;30,98127394;80;27;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Lubieñ Kujawski;Miasto;0418114;31;63,83870968;19,79425915;62;60;31;36,87096774;26,31415899;27;17;31;59,03225806;29,53017469;67;85;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Lubraniec;Miasto;0418124;47;60,12765957;15,26450063;64;64;47;38,78723404;24,74975708;37;10;47;56,46808511;27,39378021;56;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;Lubraniec;Obszar wiejski;0418125;19;63,10526316;13,84460654;60;60;19;51,73684211;29,54005685;57;23;19;51,68421053;28,30668999;47;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;W³oc³awski;W³oc³awek;Gmina wiejska;0418132;57;67,64912281;19,71951676;73;51;57;47,21052632;28,09616122;47;17;57;58,77192982;30,70517274;65;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Bukowiec;Gmina wiejska;0414012;46;61,23913043;16,32973386;62;60;46;45,30434783;24,1191513;40;20;46;60,23913043;27,5989798;62,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Dragacz;Gmina wiejska;0414022;60;61,2;16,29396616;62;71;60;47,46666667;26,71295982;43;30;59;65,47457627;28,90507898;75;96;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Drzycim;Gmina wiejska;0414032;47;58,85106383;16,86489332;60;53;47;48,29787234;27,31682896;43;63;45;63,06666667;30,15987032;76;76;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Je¿ewo;Gmina wiejska;0414042;52;53,09615385;17,45902854;53;53;52;39,34615385;26,21133388;30;17;52;48;32,23829543;35,5;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Lniano;Gmina wiejska;0414052;39;58,35897436;15,43968775;58;47;39;40,56410256;29,00291309;30;20;39;54,8974359;31,93004764;40;91;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Nowe;Miasto;0414064;68;56,88235294;19,35620391;59;51;68;41,77941176;24,64742296;40;57;67;58,59701493;30,66869652;64;18;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Nowe;Obszar wiejski;0414065;14;56,64285714;14,13509888;58;58;14;34,92857143;24,08456615;26,5;13;14;53,42857143;29,53379248;38,5;31;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Osie;Gmina wiejska;0414072;58;62,32758621;20,71596746;68;71;58;52;32,55552286;56,5;13;58;68,53448276;29,76587697;81;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Pruszcz;Miasto;0414084;44;63,43181818;17,37735952;64;69;44;37,22727273;27,28208173;30;13;44;65,38636364;28,72140151;74;25;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Pruszcz;Obszar wiejski;0414085;33;60,24242424;12,91236265;60;44;33;41,57575758;27,14610336;30;23;32;57,6875;25,22206066;59;60;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Warlubie;Gmina wiejska;0414112;62;56,0483871;17,55491606;58;58;62;44,29032258;26,40649181;41,5;17;62;60,58064516;30,99612275;61;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Œwiecie;Miasto;0414094;230;58,16521739;19,56857749;60;80;230;40,77826087;26,61706639;37;17;228;66,0745614;30,1490255;75,5;96;1;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Œwiecie;Obszar wiejski;0414095;65;61,52307692;18,62596012;64;60;65;38,63076923;26,9606946;27;17;65;54,15384615;29,21392227;49;87;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Œwiecki;Œwiekatowo;Gmina wiejska;0414102;28;69,89285714;18,69747746;71;87;28;53,21428571;29,14907147;41,5;30;28;52,39285714;26,78130916;40;35;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;Barcin;Obszar wiejski;0419015;28;55,60714286;22,83846893;60;60;28;38,14285714;27,11709304;31,5;10;28;54;30,71993304;50;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;Barcin;Miasto;0419014;85;62,23529412;15,58856825;60;60;85;39,95294118;26,44946608;33;17;85;64,67058824;29,81448059;69;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;G¹sawa;Miasto;0419024;31;55,5483871;19,49332178;58;58;31;44,35483871;29,29444337;40;57;31;50;28,63338904;49;42;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;G¹sawa;Obszar wiejski;0419025;5;80,8;7,756287772;82;;5;68,8;12,23764683;67;57;5;81,2;12,33531516;75;75;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;Janowiec Wielkopolski;Obszar wiejski;0419035;30;54,36666667;15,35465908;60;60;30;26,93333333;19,23353553;20;17;30;41,83333333;22,06215966;36;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;Janowiec Wielkopolski;Miasto;0419034;59;61,45762712;19,0461723;62;71;59;41,22033898;27,87932093;33;20;59;55,03389831;29,98698367;53;22;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;Rogowo;Gmina wiejska;0419052;59;54,27118644;18,72986422;58;58;59;35,25423729;21,3331867;30;17;52;59,86538462;32,90080011;71,5;22;;;;;;;;;;;7;22,28571429;3,880879345;22;20;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;£abiszyn;Miasto;0419044;79;45,74683544;19,6684341;49;51;79;33,82278481;24,49167231;23;17;79;57,13924051;30,32137324;64;13;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;£abiszyn;Obszar wiejski;0419045;15;54,26666667;15,96022835;58;62;15;32,46666667;21,95409352;27;10;15;69,6;26,18854712;84;87;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;¯nin;Miasto;0419064;158;59,14556962;20,13398976;64;64;157;41,68152866;26,49072382;33;17;156;61,22435897;31,00425399;67;98;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;¯niñski;¯nin;Obszar wiejski;0419065;31;48,58064516;17,52376118;49;33;31;25,74193548;15,46894442;23;10;31;38,03225806;27,18097517;24;18;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Borzytuchom;Gmina wiejska;2201012;39;56,17948718;22,63180403;60;78;39;47,53846154;27,07903547;43;20;39;60,71794872;31,97992056;67;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Bytów;Obszar wiejski;2201025;43;65,23255814;14,38803962;67;67;43;47,58139535;28,11871227;47;23;43;56,37209302;31,42212467;56;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Bytów;Miasto;2201024;216;59,81481481;19,86139385;64;78;216;52,16203704;29,02388294;50;13;217;66,75576037;28,19076354;76;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Czarna D¹brówka;Gmina wiejska;2201032;63;52,11111111;19,18672748;58;58;63;39,01587302;28,96604036;30;13;63;49,98412698;30,05048243;44;22;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Ko³czyg³owy;Gmina wiejska;2201042;26;57,42307692;17,6965296;59;76;26;45,76923077;29,0587041;43,5;13;26;62,84615385;29,99832342;76,5;93;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Lipnica;Gmina wiejska;2201052;41;64,26829268;17,59160608;67;69;41;41,75609756;24,7532018;33;23;35;63,85714286;28,39632054;65;73;;;;;;;;;;;6;45,16666667;21,24787571;38;27;;;;;;;;;;
1;Pomorskie;Bytowski;Miastko;Obszar wiejski;2201065;40;58,625;14,54765875;62;64;40;36,675;24,01081787;35;13;39;54;26,76105092;51;73;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Miastko;Miasto;2201064;95;60,52631579;18,16349265;60;49;95;42,89473684;26,69455836;40;20;93;62,64516129;30,29661437;69;98;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Parchowo;Gmina wiejska;2201072;37;58,81081081;16,79742232;60;38;37;49,72972973;23,43207394;47;30;37;66,48648649;27,30371881;75;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Studzienice;Gmina wiejska;2201082;45;63,53333333;22,00666566;67;36;45;51,51111111;32,70991846;47;97;45;59,68888889;30,91768442;62;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Bytowski;Trzebielino;Gmina wiejska;2201092;37;56,45945946;15,9654942;56;53;37;34,35135135;21,89806386;30;37;30;65,36666667;27,72662178;71;96;;;;;;;;;;;7;43;12,81739889;45;;;;;;;;;;;
1;Pomorskie;Bytowski;Tuchomie;Gmina wiejska;2201102;51;57,07843137;18,40805784;62;60;51;46,96078431;28,96648556;50;10;51;61,29411765;33,39619217;75;24;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Chojnicki;Brusy;Miasto;2202024;98;62,17346939;16,97719089;64;67;97;49,43298969;28,46046533;47;27;98;63,26530612;29,37809507;68;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Chojnicki;Brusy;Obszar wiejski;2202025;77;56,72727273;17,48887317;60;64;77;43,20779221;26,91368486;40;20;76;53,14473684;28,9349106;54;25;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Chojnicki;Chojnice;Gmina wiejska;2202032;147;57,6462585;17,48149759;58;53;147;46,26530612;27,74356003;43;13;147;66,59863946;29,49014821;78;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Chojnicki;Chojnice;Gmina miejska;2202011;427;59,46135831;19,67011978;62;69;427;44,8852459;29,10738324;40;17;429;68,03962704;29,67274209;78;96;;;;;;;;;;;2;;;;;1;;;;;;;;;
1;Pomorskie;Chojnicki;Czersk;Miasto;2202044;147;58,18367347;19,67664468;62;76;147;43,95238095;27,71731288;37;13;147;58,80952381;30,88696384;56;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Chojnicki;Czersk;Obszar wiejski;2202045;55;56,8;18,05385882;58;60;55;46,8;25,63264963;47;23;54;61,57407407;28,81267844;62,5;93;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Chojnicki;Konarzyny;Gmina wiejska;2202052;24;57,08333333;14,84620228;57;53;24;41,625;25,55518946;33,5;20;24;57,58333333;27,13226349;52,5;35;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Czarne;Obszar wiejski;2203025;13;49,30769231;17,37984959;56;20;13;40,46153846;23,18691735;40;10;13;41,23076923;25,4895268;36;36;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Czarne;Miasto;2203024;54;49,98148148;19,78635027;56;58;54;45,42592593;26,29012056;48,5;17;54;69,22222222;27,54973057;80;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Cz³uchów;Gmina wiejska;2203032;77;50,67532468;19,83859649;53;22;77;38,02597403;24,99557053;33;13;76;56,03947368;31,68572682;54;96;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Cz³uchów;Gmina miejska;2203011;130;54,37692308;19,15453968;58;58;130;41,08461538;26,65593731;33;13;129;66,87596899;29,84456055;73;98;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Debrzno;Miasto;2203044;69;49,13043478;25,43415087;51;11;68;33,52941176;26,73479259;23;7;68;56,42647059;32,31886909;51;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Debrzno;Obszar wiejski;2203045;19;46,52631579;20,59220195;51;51;19;29,94736842;20,79846574;30;7;18;43,61111111;30,51436618;29;20;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Kocza³a;Gmina wiejska;2203052;17;63,23529412;14,45695197;64;64;17;65,76470588;23,54602355;73;60;17;68,64705882;20,8804473;71;40;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Przechlewo;Gmina wiejska;2203062;54;58;18,49224061;58;56;54;42,01851852;28,38654529;30;17;54;67,44444444;27,91897448;76,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Cz³uchowski;Rzeczenica;Gmina wiejska;2203072;12;61,58333333;14,76176555;64,5;60;12;40,41666667;23,73274227;42;17;12;62,75;29,07210863;71;82;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdañsk;Gdañsk;Gmina miejska;2261011;3251;68,13072901;17,13073691;71;73;3245;59,3605547;30,01426549;63;97;3486;79,562249;24,88938231;93;98;2;;;;;;;;;;10;96,5;4,432832052;99;100;5;97,4;1,743559577;98;98;;;;;
1;Pomorskie;Gdañski;Cedry Wielkie;Gmina wiejska;2204022;45;50,86666667;20,33781371;49;49;45;37,46666667;26,78108785;27;13;45;52,8;34,45486581;42;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdañski;Kolbudy;Gmina wiejska;2204032;286;65,20629371;18,47345749;68;67;286;57,24475524;30,11440117;60;93;293;74,26962457;27,8387421;89;96;;;;;;;;;;;3;;;;;;;;;;;;;;
1;Pomorskie;Gdañski;Pruszcz Gdañski;Gmina miejska;2204011;361;66,76454294;16,05280295;69;69;361;56,07202216;28,31638267;53;100;375;77,44;24,2246376;89;96;;;;;;;;;;;1;;;;;;;;;;;;;;
